City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
344,Mabamba,TZ,-3.5983,30.5019,66.33,93,100,3.29,moderate rain
345,Havoysund,NO,70.9963,24.6622,20.28,80,21,19.3,few clouds
346,Port Hardy,CA,50.6996,-127.4199,41.0,87,75,9.22,light rain
347,Lavrentiya,RU,65.5833,-171.0,-4.25,87,52,7.92,broken clouds
348,Sokoni,TZ,-6.4333,39.55,82.26,77,86,11.83,overcast clouds
349,Khani,GE,41.9563,42.9566,54.97,47,95,8.16,overcast clouds
350,Rio Gallegos,AR,-51.6226,-69.2181,60.85,27,0,19.57,clear sky
351,Taltal,CL,-25.4,-70.4833,66.15,71,17,6.91,few clouds
352,Vostok,RU,46.4856,135.8833,10.17,91,11,4.7,few clouds
353,Mengcheng,CN,33.2579,116.5655,48.45,72,100,6.17,overcast clouds
354,Aguie,NE,13.506,7.7786,83.08,9,10,9.53,clear sky
355,Norman,US,35.2226,-97.4395,47.97,76,27,5.01,scattered clouds
356,Targusor,RO,44.45,28.4167,31.5,93,75,11.5,light snow
357,Puerto Leguizamo,CO,-0.1934,-74.7819,86.86,59,99,4.12,moderate rain
358,San Blas,MX,21.5167,-105.2667,78.84,37,8,1.01,clear sky
359,Monrovia,LR,6.3005,-10.7969,91.17,70,49,12.64,scattered clouds
360,Luderitz,NA,-26.6481,15.1594,69.49,69,0,17.58,clear sky
361,Peniche,PT,39.3558,-9.3811,59.61,71,81,25.1,broken clouds
362,La Ronge,CA,55.1001,-105.2842,-0.15,85,90,11.5,light snow
363,Tezu,IN,27.9167,96.1667,65.07,56,10,4.16,clear sky
364,Balaipungut,ID,1.05,101.2833,79.21,97,71,1.23,broken clouds
365,Fairbanks,US,64.8378,-147.7164,15.76,86,90,0.0,mist
366,Tagusao,PH,9.1924,117.8141,78.15,84,76,4.32,broken clouds
367,Muros,ES,42.7762,-9.0603,54.23,80,99,21.56,overcast clouds
368,Kaitangata,NZ,-46.2817,169.8464,53.22,87,100,2.37,overcast clouds
369,Kopayhorod,UA,48.8592,27.7969,31.39,92,100,10.04,overcast clouds
370,Bom Jesus,BR,-9.0744,-44.3586,84.85,69,56,5.77,broken clouds
371,Nyurba,RU,63.2842,118.3319,-27.06,98,99,1.25,overcast clouds
372,Dehui,CN,44.5333,125.7,35.91,71,81,9.78,broken clouds
373,Bilma,NE,18.6853,12.9164,73.24,11,0,6.67,clear sky
374,Jalu,LY,29.0331,21.5482,61.74,50,0,7.72,clear sky
375,Novyy Urgal,RU,51.0736,132.5642,-5.73,100,92,2.51,overcast clouds
376,Mount Pleasant,US,32.7941,-79.8626,66.2,94,90,8.99,overcast clouds
377,Shakawe,BW,-18.3667,21.85,81.23,48,87,1.1,overcast clouds
378,San Andres,CO,12.5847,-81.7006,86.02,66,40,13.8,scattered clouds
379,Khutar,IN,28.2,80.2833,63.82,48,0,2.21,clear sky
380,Losevo,RU,50.6767,40.045,40.35,88,100,9.82,overcast clouds
381,Kendari,ID,-3.945,122.4989,76.71,87,100,4.03,overcast clouds
382,Bairiki,KI,1.3292,172.9752,82.4,83,40,12.66,light rain
383,Taiyuan,CN,37.8694,112.5603,31.86,93,40,2.24,mist
384,Brae,GB,60.3964,-1.353,40.91,95,100,35.46,overcast clouds
385,Snyder,US,32.7179,-100.9176,52.36,39,1,5.75,clear sky
386,Lingao,CN,19.9103,109.6859,69.57,85,34,13.78,scattered clouds
387,Mancora,PE,-4.1078,-81.0475,79.38,63,21,8.5,few clouds
388,Puerto Del Rosario,ES,28.5004,-13.8627,69.48,68,40,17.27,scattered clouds
389,Camargo,MX,27.6667,-105.1667,62.91,25,80,3.91,broken clouds
390,Labuhan,ID,-6.8844,112.2051,80.17,83,100,5.88,moderate rain
391,Omsukchan,RU,62.5333,155.8,-29.85,95,100,5.17,overcast clouds
392,Kjollefjord,NO,70.9457,27.3465,15.58,79,2,14.99,clear sky
393,Antalaha,MG,-14.9003,50.2788,75.9,78,30,6.53,scattered clouds
394,Poltsamaa,EE,58.6525,25.9706,8.06,99,100,1.99,overcast clouds
395,Hualmay,PE,-11.0964,-77.6139,70.52,79,98,8.48,overcast clouds
396,Jasper,US,37.2001,-94.3502,44.35,58,20,3.0,few clouds
397,Geraldton,AU,-28.7667,114.6,72.01,83,90,9.22,overcast clouds
398,Emet,TR,39.343,29.2585,41.63,85,80,4.34,broken clouds
399,Boende,CD,-0.2167,20.8667,80.22,72,77,4.61,broken clouds
400,Siukh,RU,42.5999,46.5446,39.79,51,0,7.0,clear sky
401,Ahipara,NZ,-35.1667,173.1667,60.93,93,37,3.62,scattered clouds
402,Carutapera,BR,-1.195,-46.02,87.67,62,87,8.93,overcast clouds
403,Maraa,BR,-1.8333,-65.3667,85.42,64,97,2.42,overcast clouds
404,Uzhur,RU,55.3036,89.8339,1.76,97,81,1.86,broken clouds
405,Bachaquero,VE,9.9694,-71.1494,85.98,59,25,6.11,scattered clouds
406,Chegem,RU,43.2833,43.1333,15.93,71,79,12.37,light snow
407,Walvis Bay,NA,-22.9575,14.5053,63.09,67,28,12.8,scattered clouds
408,Dongsheng,CN,39.8161,109.9776,27.73,50,87,14.45,overcast clouds
409,Tarko-Sale,RU,64.9225,77.785,8.22,89,100,24.29,overcast clouds
410,Oranjemund,NA,-28.55,16.4333,65.79,80,7,10.38,clear sky
411,Ketchikan,US,55.3422,-131.6461,32.47,86,90,3.44,light snow
412,Tual,ID,-5.6667,132.75,81.99,81,99,15.88,light rain
413,Raga,SS,8.4596,25.678,86.7,17,73,3.96,broken clouds
414,Victoria,HK,22.2855,114.1577,69.24,78,18,5.99,few clouds
415,Derzhavinsk,KZ,51.1,66.3167,-4.79,87,33,3.98,scattered clouds
416,Waipawa,NZ,-41.4122,175.5153,61.45,80,90,9.66,heavy intensity rain
417,Coruripe,BR,-10.1256,-36.1756,85.93,58,53,15.12,broken clouds
418,Hanzhong,CN,33.0728,107.0303,42.96,70,3,0.4,clear sky
419,Ambon,ID,-3.6954,128.1814,79.07,88,99,11.25,overcast clouds
420,Sinjar,IQ,36.3209,41.8754,57.51,50,10,15.32,clear sky
421,Mandi,IN,31.7167,76.9167,49.39,48,3,5.21,clear sky
422,Carberry,CA,49.8689,-99.3602,-1.35,89,100,8.81,overcast clouds
423,Buala,SB,-8.145,159.5921,80.4,84,100,8.99,overcast clouds
424,Pasni,PK,25.2631,63.471,73.87,51,0,4.14,clear sky
425,Lata,PT,40.1629,-8.3327,54.81,79,83,14.29,broken clouds
426,Korostyshiv,UA,50.3172,29.0563,26.29,96,100,10.4,light snow
427,Zhigansk,RU,66.7697,123.3711,-19.01,96,100,13.06,overcast clouds
428,Tahe,CN,52.3333,124.7333,4.82,98,82,3.11,broken clouds
429,Los Llanos De Aridane,ES,28.6585,-17.9182,65.12,77,75,13.0,broken clouds
430,Ornskoldsvik,SE,63.2909,18.7153,16.75,92,90,3.44,overcast clouds
431,Okhotsk,RU,59.3833,143.3,-22.45,79,1,16.42,clear sky
432,Stykkisholmur,IS,65.0757,-22.7297,28.83,77,12,11.77,few clouds
433,Bolu,TR,40.6667,31.5833,43.52,90,100,2.3,overcast clouds
434,Godfrey,US,38.9556,-90.1868,40.86,69,11,1.01,few clouds
435,Vallenar,CL,-28.5708,-70.7581,81.72,32,14,7.63,few clouds
436,Juegang,CN,32.3174,121.1855,51.91,80,25,5.91,scattered clouds
437,Ust-Nera,RU,64.5667,143.2,-50.31,98,72,4.74,broken clouds
438,Pedernales,DO,18.0384,-71.744,83.25,55,0,7.38,clear sky
439,Abu Samrah,SY,35.3029,37.1841,55.17,56,98,14.85,overcast clouds
440,Beidao,CN,34.5686,105.8933,38.64,78,0,4.38,clear sky
441,Praia Da Vitoria,PT,38.7333,-27.0667,61.05,82,75,2.84,broken clouds
442,Jieshi,CN,22.8134,115.8257,63.54,78,1,18.28,clear sky
443,Khorixas,NA,-20.3667,14.9667,90.45,13,26,25.99,scattered clouds
444,Vila Velha,BR,-20.3297,-40.2925,76.95,84,75,13.0,broken clouds
445,Umm Kaddadah,SD,13.6017,26.6876,77.25,12,0,15.57,clear sky
446,Champerico,GT,14.3,-91.9167,90.77,65,100,1.32,overcast clouds
447,Reconquista,AR,-29.15,-59.65,93.45,24,0,7.38,clear sky
448,Anloga,GH,5.7947,0.8973,89.82,69,14,13.35,few clouds
449,Matagami,CA,49.7502,-77.6328,1.51,78,90,5.75,light snow
450,Pierre,US,44.3683,-100.351,26.28,75,1,1.01,clear sky
451,Prince Rupert,CA,54.3161,-130.3201,37.09,91,90,0.0,light snow
452,Batagay,RU,67.6333,134.6333,-29.09,87,100,3.69,overcast clouds
453,Winnemucca,US,40.973,-117.7357,41.11,86,1,10.36,clear sky
454,Cody,US,44.5263,-109.0565,43.02,36,1,23.02,clear sky
455,Sananduva,BR,-27.9497,-51.8067,76.71,32,0,4.74,clear sky
456,La Baule-Escoublac,FR,47.2922,-2.364,46.06,80,75,12.66,broken clouds
457,Luebo,CD,-5.35,21.4167,73.06,97,100,1.79,light rain
458,Narasannapeta,IN,18.4167,84.05,74.75,79,14,11.56,few clouds
459,Oussouye,SN,12.485,-16.5469,95.18,18,100,4.43,overcast clouds
460,Anito,PH,12.4497,125.2886,78.1,90,100,15.5,light rain
461,Zeya,RU,53.75,127.2667,9.86,95,84,4.5,broken clouds
462,Aksha,RU,50.2814,113.2867,19.0,68,100,3.42,overcast clouds
463,Oranjestad,AW,12.524,-70.027,85.95,66,40,20.71,scattered clouds
464,Louis Trichardt,ZA,-23.0439,29.9032,75.25,59,97,1.41,overcast clouds
465,Viedma,AR,-40.8135,-62.9967,59.79,87,100,23.24,overcast clouds
466,Sorong,ID,-0.8833,131.25,79.68,86,100,4.23,overcast clouds
467,Shepsi,RU,44.0361,39.1489,57.15,77,76,9.22,light rain
468,Mbandaka,CD,0.0487,18.2603,79.27,72,57,2.93,broken clouds
469,Takaungu,KE,-3.6837,39.8566,84.29,82,83,11.45,broken clouds
470,Shingu,JP,33.7333,135.9833,46.18,81,0,6.31,clear sky
471,Santa Cruz,BO,-17.8,-63.1667,91.45,43,40,11.5,scattered clouds
472,Saint George,US,37.1041,-113.5841,52.54,89,90,0.0,overcast clouds
473,Maralal,KE,1.0968,36.698,63.88,70,100,9.53,overcast clouds
474,Ulaangom,MN,49.9811,92.0667,7.14,83,83,5.64,broken clouds
475,Srednekolymsk,RU,67.45,153.6833,-23.53,98,100,4.0,overcast clouds
476,Lompoc,US,34.6391,-120.4579,60.13,91,90,0.0,fog
477,Rawson,AR,-43.3002,-65.1023,57.76,54,100,23.67,overcast clouds
478,Latur,IN,18.4,76.5833,73.09,50,63,6.62,broken clouds
479,Tashtyp,RU,52.7939,89.8983,3.13,97,95,4.43,overcast clouds
480,Muskegon,US,43.3,-86.1334,27.28,83,20,6.91,light snow
481,Ayr,GB,55.4627,-4.6339,45.1,87,75,5.75,broken clouds
482,Barmer,IN,25.75,71.3833,64.99,26,0,6.46,clear sky
483,Erzin,TR,36.9559,36.2,50.52,81,100,7.43,moderate rain
484,Emerald,AU,-23.5333,148.1667,71.74,94,29,0.0,scattered clouds
485,Barabai,ID,-2.5833,115.3833,73.81,95,99,1.95,overcast clouds
486,Korgen,NO,66.0771,13.8153,24.51,90,16,7.94,few clouds
487,Airai,TL,-8.9266,125.4092,61.09,94,99,0.63,overcast clouds
488,Cockburn Town,TC,21.4612,-71.1419,82.36,69,40,11.5,scattered clouds
489,Spring Valley,US,36.108,-115.245,53.78,70,75,0.0,broken clouds
490,Baherden,TM,38.4362,57.4316,53.44,50,100,12.93,overcast clouds
491,Dunedin,NZ,-45.8742,170.5036,54.61,89,98,3.31,overcast clouds
492,Mackay,AU,-21.15,149.2,78.78,83,40,5.75,scattered clouds
493,Portland,US,45.5234,-122.6762,48.18,93,75,11.99,broken clouds
494,Chadan,RU,51.2833,91.5833,11.5,97,100,1.21,light snow
495,Petropavl,KZ,54.8753,69.1628,-6.75,96,44,6.08,scattered clouds
496,Sungai Besar,MY,3.6746,100.9867,80.65,84,100,2.55,overcast clouds
497,Tandil,AR,-37.3217,-59.1332,87.31,36,99,3.0,overcast clouds
498,Guilin,CN,25.2819,110.2864,51.91,67,19,4.45,few clouds
499,Garden City,US,42.3256,-83.331,28.65,68,90,1.01,overcast clouds
500,Porto Belo,BR,-27.1578,-48.5531,77.68,53,33,12.19,scattered clouds
501,Santa Maria Do Suacui,BR,-18.1903,-42.4142,75.63,83,81,2.46,broken clouds
502,Kavaratti,IN,10.5669,72.642,80.69,73,5,7.96,clear sky
503,Pouembout,NC,-21.1333,164.9,77.7,86,1,3.91,clear sky
504,Fortuna,US,40.5982,-124.1573,51.42,76,90,4.0,overcast clouds
505,Bangui,CF,4.3612,18.555,87.85,42,100,1.39,overcast clouds
506,Talnakh,RU,69.4865,88.3972,1.2,99,100,16.8,snow
507,Esperance,AU,-33.8667,121.9,60.64,71,2,21.05,clear sky
508,Zemio,CF,5.0314,25.1361,80.65,44,100,1.97,overcast clouds
509,Souillac,MU,-20.5167,57.5167,80.98,69,40,6.91,scattered clouds
510,Meulaboh,ID,4.1363,96.1285,79.16,82,91,2.73,overcast clouds
511,Sao Joao Da Barra,BR,-21.6403,-41.0511,69.89,80,97,14.5,overcast clouds
512,Jacareacanga,BR,-6.2222,-57.7528,84.07,74,98,3.0,overcast clouds
513,Armacao De Pera,PT,37.1026,-8.357,62.51,59,54,19.19,broken clouds
514,Zhezkazgan,KZ,47.8043,67.7144,14.95,51,6,10.51,clear sky
515,Parainen,FI,60.3067,22.301,13.1,91,93,10.22,overcast clouds
516,Ponta Delgada,PT,37.7333,-25.6667,65.5,59,75,5.75,broken clouds
517,Sisimiut,GL,66.9395,-53.6735,15.62,59,100,6.38,overcast clouds
518,Taoudenni,ML,22.6783,-3.9836,75.0,10,84,12.37,broken clouds
519,Shaoyang,CN,27.2315,111.4525,51.35,59,86,1.74,overcast clouds
520,Umm Lajj,SA,25.0213,37.2685,73.54,54,31,17.11,scattered clouds
521,Abrau-Dyurso,RU,44.69,37.59,53.06,84,78,6.08,broken clouds
522,Hot Springs,US,34.5037,-93.0552,48.67,52,1,1.01,clear sky
523,Hadsund,DK,56.7148,10.1168,36.1,97,100,19.91,overcast clouds
524,Uusikaupunki,FI,60.8004,21.4084,5.52,88,87,9.13,overcast clouds
525,Magadan,RU,59.5667,150.8,-19.52,81,0,7.23,clear sky
526,Mastic Beach,US,40.7668,-72.8521,41.99,83,90,0.0,moderate rain
527,Mehamn,NO,71.0357,27.8492,15.71,82,1,12.53,clear sky
528,Lerwick,GB,60.1545,-1.1494,41.0,96,100,38.92,overcast clouds
529,Kupang,ID,-10.1667,123.5833,78.19,86,100,7.36,overcast clouds
530,Sola,VU,-13.8833,167.55,75.87,100,20,0.0,few clouds
531,Zhangye,CN,38.9342,100.4517,33.1,31,0,4.47,clear sky
532,Semey,KZ,50.4111,80.2275,3.47,96,95,7.2,overcast clouds
533,Borovoy,RU,55.4333,86.0833,-2.92,84,40,2.24,scattered clouds
534,Ignacio Zaragoza,MX,28.3833,-107.2167,51.73,23,91,3.49,overcast clouds
535,Lazo,RU,43.3817,133.9014,21.34,83,2,2.57,clear sky
536,Okitipupa,NG,6.5047,4.7839,87.8,54,70,6.87,broken clouds
537,Huarmey,PE,-10.0681,-78.1522,70.93,80,93,8.3,overcast clouds
538,Jaen,ES,38.0,-3.5,52.29,60,100,19.75,overcast clouds
539,Poplar Bluff,US,36.757,-90.3929,42.39,79,1,0.0,clear sky
540,Iralaya,HN,15.0,-83.2333,82.49,82,99,10.16,overcast clouds
541,Alakurtti,RU,66.9672,30.3491,-0.36,95,80,3.76,broken clouds
542,Nioro,GM,13.35,-15.75,99.36,10,83,5.79,broken clouds
543,San Martin Jilotepeque,GT,14.7878,-90.7925,68.7,65,98,3.78,overcast clouds
544,Salalah,OM,17.0151,54.0924,74.23,55,0,4.05,clear sky
545,Ochakiv,UA,46.6128,31.5498,44.78,88,100,9.84,overcast clouds
546,Kuruman,ZA,-27.4524,23.4325,88.0,21,58,9.35,broken clouds
547,Whitehorse,CA,60.7161,-135.0538,14.77,79,90,9.22,light snow
548,Ashibetsu,JP,43.5097,142.1856,24.84,94,69,2.68,broken clouds
549,Gorontalo,ID,0.5412,123.0595,76.69,96,100,4.0,overcast clouds
550,Salsk,RU,46.4725,41.5428,45.37,90,62,7.52,broken clouds
551,Erenhot,CN,43.6475,111.9767,28.8,93,97,10.69,overcast clouds
552,Sikonge,TZ,-5.6333,32.7667,72.41,65,83,0.4,broken clouds
553,Killybegs,IE,54.6333,-8.45,46.11,81,100,39.5,overcast clouds
554,Matara,LK,5.9485,80.5353,77.74,86,88,2.35,overcast clouds
555,Ponta Pora,BR,-22.5361,-55.7256,76.91,57,0,13.8,clear sky
556,Los Altos,US,37.3852,-122.1141,53.98,94,75,1.01,mist
557,Sangmelima,CM,2.9333,11.9833,78.73,63,91,0.83,overcast clouds
558,Chaykovskaya,RU,58.1279,55.5378,19.29,95,100,9.19,snow
559,Jennings,US,38.7192,-90.2604,41.72,63,40,1.99,scattered clouds
560,Husum,DE,54.4858,9.0524,37.98,95,100,11.03,overcast clouds
561,Eureka,US,40.8021,-124.1637,51.67,96,100,5.99,overcast clouds
562,Westport,US,41.1415,-73.3579,41.09,67,90,1.01,overcast clouds
563,North Bend,US,43.4065,-124.2243,49.87,97,90,5.75,mist
564,Lasem,ID,-6.6922,111.4527,79.25,87,97,4.36,overcast clouds
565,Loubomo,CG,-4.1997,12.6739,80.82,82,83,1.7,light rain
566,Baruun-Urt,MN,46.6806,113.2792,25.05,84,88,13.38,overcast clouds
567,Darhan,MN,49.4867,105.9228,10.58,89,36,1.1,scattered clouds
568,Kenai,US,60.5544,-151.2583,8.69,86,90,0.0,overcast clouds
569,Aswan,EG,24.0934,32.907,67.3,16,14,17.27,few clouds
570,Flin Flon,CA,54.7682,-101.865,-11.36,77,75,6.91,broken clouds
571,Tucuman,AR,-26.8241,-65.2226,82.4,61,75,5.75,broken clouds
572,Rocha,UY,-34.4833,-54.3333,81.28,39,0,11.79,clear sky
573,Homer,US,59.6425,-151.5483,24.69,74,90,5.75,light snow
574,Victoria Point,AU,-27.5833,153.3,69.91,97,100,3.06,overcast clouds
575,Sar-E Pul,AF,35.8333,66.1667,40.84,41,0,5.06,clear sky
576,Beckley,US,37.7782,-81.1882,35.71,87,90,4.0,overcast clouds
577,Hope,US,33.6671,-93.5916,46.98,46,33,4.14,scattered clouds
578,Raton,US,36.9034,-104.4391,45.59,58,1,8.05,clear sky
579,Kholm,RU,59.2667,32.85,7.11,98,100,3.71,overcast clouds
580,Sobolevo,RU,54.4299,31.8996,11.61,87,96,12.17,overcast clouds
581,Chuguyevka,RU,44.1653,133.8633,19.31,88,9,3.78,clear sky
582,Namibe,AO,-15.1961,12.1522,75.83,69,20,13.8,few clouds
583,Biltine,TD,14.5333,20.9167,84.65,13,3,11.41,clear sky
584,Dandong,CN,40.1292,124.3947,35.35,57,100,2.01,overcast clouds
585,Kyrksaeterora,NO,63.2906,9.0891,34.45,84,99,7.49,overcast clouds
586,Bandar-E Lengeh,IR,26.5579,54.8807,73.51,46,65,6.91,broken clouds
587,Ziro,IN,27.6333,93.8333,42.31,91,22,1.97,few clouds
588,Rabo De Peixe,PT,37.8,-25.5833,64.27,96,75,5.75,broken clouds
589,Ahuimanu,US,21.4447,-157.8378,76.71,94,90,9.22,overcast clouds
590,Poltavka,RU,54.3663,71.7632,-5.46,93,5,5.84,clear sky
591,College,US,64.8569,-147.8028,15.75,85,90,0.0,light snow
592,Sandwick,GB,60.0,-1.25,40.82,93,90,37.98,overcast clouds
593,Sur,OM,22.5667,59.5289,74.28,58,0,12.15,clear sky
594,Korb,DE,48.843,9.3626,40.24,93,75,1.14,light rain
595,Roald,NO,62.5833,6.1333,38.32,51,0,14.97,clear sky
596,Pasighat,IN,28.0667,95.3333,64.15,72,0,3.6,clear sky
597,Pafos,CY,34.7667,32.4167,58.91,82,75,14.97,broken clouds
598,Tambo,PE,-14.8,-73.9167,48.69,51,87,4.27,overcast clouds
599,Mecca,SA,21.4267,39.8261,80.58,59,95,12.3,overcast clouds
600,Hambantota,LK,6.1241,81.1185,79.14,100,40,4.61,scattered clouds
601,Berbera,SO,10.4396,45.0143,77.45,65,0,8.12,clear sky
602,Laela,TZ,-8.5667,32.05,67.12,71,97,2.89,light rain
603,Samarai,PG,-10.6167,150.6667,81.25,83,95,7.58,overcast clouds
604,Powell,US,40.1578,-83.0752,29.77,86,90,3.0,overcast clouds
605,Antofagasta,CL,-23.65,-70.4,65.48,67,45,10.36,scattered clouds
606,Borogontsy,RU,62.6683,131.1683,-23.08,96,98,6.42,overcast clouds
607,Pangoa,PE,-12.1167,-73.0,71.82,95,100,0.85,overcast clouds
608,Edd,ER,13.9297,41.6925,83.64,58,0,15.39,clear sky
609,Morro Bay,US,35.3658,-120.8499,54.81,83,48,3.98,scattered clouds
610,Libertador General San Martin,AR,-23.8064,-64.7876,90.97,38,79,5.01,broken clouds
611,Caborca,MX,30.5838,-111.101,61.84,35,100,2.1,overcast clouds
612,Harindanga,IN,22.0383,88.3214,75.18,74,0,6.46,clear sky
613,Ouegoa,NC,-20.35,164.4333,79.57,82,3,7.56,clear sky
614,Hervey Bay,AU,-25.2986,152.8535,75.04,90,97,1.01,overcast clouds
615,Yakeshi,CN,49.2833,120.7333,10.65,85,49,4.36,scattered clouds
616,Mana,GF,5.6592,-53.7767,82.11,77,82,5.99,broken clouds
617,Aripuana,BR,-9.1667,-60.6333,82.15,86,100,3.51,light rain
618,Palau,PW,7.503,134.621,81.23,79,98,4.59,overcast clouds
619,Manakara,MG,-22.1333,48.0167,77.86,77,0,9.37,clear sky
620,Zhangjiakou,CN,40.81,114.8794,30.58,53,100,3.47,overcast clouds
621,Willmar,US,45.1219,-95.0433,7.68,85,40,0.0,scattered clouds
622,Batamshinskiy,KZ,50.5594,58.2747,8.58,83,100,10.33,overcast clouds
623,Oktyabrskiy,RU,54.4815,53.471,24.03,90,100,10.54,overcast clouds
624,Luocheng,CN,29.3848,104.0286,49.82,82,100,1.45,overcast clouds
625,Auki,SB,-8.7676,160.7034,77.9,90,98,6.46,overcast clouds
626,Zhuhai,CN,22.2769,113.5678,68.97,77,20,14.97,few clouds
627,Basoko,CD,1.2391,23.616,79.9,71,71,1.48,broken clouds
628,Palu,ID,-0.8917,119.8707,76.17,94,100,2.1,overcast clouds
629,Manavalakurichi,IN,8.1333,77.3,82.49,81,6,5.55,clear sky
630,Pangnirtung,CA,66.1451,-65.7125,5.0,72,90,9.22,overcast clouds
631,Bandarbeyla,SO,9.4942,50.8122,77.32,70,17,20.51,few clouds
632,Pareora,NZ,-44.4871,171.2132,57.18,82,8,12.41,clear sky
633,Shestakovo,RU,56.4915,103.96,9.12,87,100,9.71,overcast clouds
634,Vieques,PR,18.425,-65.8329,87.67,69,40,16.11,scattered clouds
635,Izumo,JP,35.3667,132.7667,53.55,78,13,7.36,few clouds
636,Yurimaguas,PE,-5.9,-76.0833,84.36,43,40,4.61,scattered clouds
637,Misratah,LY,32.3754,15.0925,65.35,29,51,13.76,broken clouds
638,Yarmolyntsi,UA,49.1924,26.8373,25.65,94,100,8.93,overcast clouds
639,Fort Nelson,CA,58.8053,-122.7002,4.59,85,40,6.91,scattered clouds
640,Charters Towers,AU,-20.1,146.2667,75.47,79,35,5.12,scattered clouds
641,Jijiga,ET,9.35,42.8,64.15,39,11,15.1,few clouds
642,Mattawa,US,46.7379,-119.9028,46.87,72,37,23.0,scattered clouds
643,Yaviza,PA,8.1537,-77.6931,85.44,72,89,1.72,overcast clouds
644,Bull Savanna,JM,17.8868,-77.5902,81.46,59,67,7.61,broken clouds
645,Methoni,GR,36.8197,21.7049,55.22,62,11,17.69,few clouds
646,Zhoucheng,CN,35.9122,116.3117,44.28,67,100,4.63,overcast clouds
647,Eydhafushi,MV,5.1033,73.0708,81.52,77,29,8.03,scattered clouds
648,Bac Lieu,VN,9.285,105.7244,76.48,79,99,3.44,overcast clouds
649,Maningrida,AU,-12.0667,134.2667,84.09,70,64,5.88,broken clouds
650,Mahajanga,MG,-15.7167,46.3167,87.82,55,40,10.36,scattered clouds
651,Qaqortoq,GL,60.7167,-46.0333,25.95,80,94,15.73,overcast clouds
652,Maumere,ID,-8.6199,122.2111,79.92,82,100,3.65,overcast clouds
653,Bykovo,RU,55.6361,38.0803,19.81,86,75,8.95,light snow
654,Kieta,PG,-6.2167,155.6333,78.75,91,100,6.8,overcast clouds
655,Tautira,PF,-17.7333,-149.15,77.02,75,96,15.75,overcast clouds
656,Kamaishi,JP,39.2667,141.8833,46.54,73,100,15.84,overcast clouds
657,Soe,ID,-9.8607,124.284,67.05,91,100,2.89,overcast clouds
658,Bemidji,US,47.4736,-94.8803,14.14,85,90,0.0,light snow
659,Clermont,FR,49.5,2.4167,44.31,81,100,7.2,overcast clouds
660,Kupino,RU,54.3663,77.2981,-6.39,93,8,6.93,clear sky
661,Scarborough,GB,54.2797,-0.4044,42.51,89,100,3.0,light rain
662,Alyangula,AU,-13.8483,136.4192,76.87,100,62,1.14,broken clouds
663,Itaueira,BR,-7.6033,-43.0256,90.1,45,78,4.23,moderate rain
664,Maceio,BR,-9.6658,-35.7353,92.64,49,40,16.11,scattered clouds
665,Starkville,US,33.4504,-88.8184,48.78,66,88,6.67,overcast clouds
666,Adelaide,AU,-34.9333,138.6,56.68,65,75,3.0,broken clouds
667,Ola,RU,59.5833,151.2833,-22.83,85,2,7.87,clear sky
668,San Pedro,PH,14.35,121.0167,78.03,75,75,2.3,broken clouds
669,Tyret Pervaya,RU,53.6703,102.3106,6.01,94,83,3.89,broken clouds
670,Romitan,UZ,39.9343,64.3814,37.35,87,0,6.91,clear sky
671,Nantucket,US,41.2835,-70.0995,43.97,64,100,8.72,overcast clouds
672,Merauke,ID,-8.4667,140.3333,80.4,80,76,4.85,broken clouds
673,Fairlie,GB,55.756,-4.8556,45.01,89,91,3.0,overcast clouds
674,Boa Vista,BR,2.8197,-60.6733,89.58,55,75,8.05,broken clouds
675,Morros,BR,-9.4467,-46.3003,82.72,68,73,6.22,broken clouds
676,Noshiro,JP,40.2039,140.0242,41.58,70,100,7.94,overcast clouds
677,Pavlodar,KZ,52.3,76.95,-6.0,84,10,4.47,mist
678,Verkhoyansk,RU,67.5447,133.385,-32.76,90,100,1.05,overcast clouds
679,Naze,JP,28.3667,129.4833,62.31,57,46,15.99,scattered clouds
680,Kirundo,BI,-2.5833,30.1667,74.17,87,100,1.12,moderate rain
681,Neiafu,TO,-18.65,-173.9833,72.28,100,90,0.0,heavy intensity rain
682,Ushtobe,KZ,45.2514,77.9838,31.64,82,92,6.98,overcast clouds
683,San Rafael,AR,-34.6177,-68.3301,75.87,42,41,11.92,scattered clouds
684,Prainha,BR,-1.8,-53.48,87.46,62,99,1.52,overcast clouds
685,Mancio Lima,BR,-7.6142,-72.8958,78.87,94,90,3.44,overcast clouds
686,Guaratinga,BR,-16.5667,-39.5667,74.07,92,98,1.57,moderate rain
687,Saint Anthony,US,45.0205,-93.218,13.93,86,1,0.0,haze
688,Pimentel,PE,-6.8367,-79.9342,70.09,73,90,8.05,overcast clouds
689,Tura,IN,25.5198,90.2201,63.25,81,1,3.96,clear sky
690,Morondava,MG,-20.2833,44.2833,82.02,80,0,15.59,clear sky
691,Vilhena,BR,-12.7406,-60.1458,80.82,83,75,9.22,broken clouds
692,Jibuti,DJ,11.5,42.5,76.42,57,0,10.33,clear sky
693,Kaliua,TZ,-5.0606,31.7936,68.54,84,73,9.53,light rain
694,Mago,RU,53.2514,140.1822,2.03,96,58,1.19,broken clouds
695,Hay River,CA,60.8156,-115.7999,10.38,85,75,2.3,broken clouds
